prod_solar-UPV,load_solar-UPV,prod_wind-onshore,load_wind-onshore,prod_ng,load_ng,prod_CCGT,load_CCGT,sLev,sCh,sDis,demand
0.0,0.0,42806.74693342051,16830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16830.0
0.0,0.0,44381.51789173819,15706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15706.0
0.0,0.0,44600.39154454745,14137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14137.0
0.0,0.0,44627.145151556586,12760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12760.0
0.0,0.0,44552.734036465714,11864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11864.0
0.0,0.0,44795.92657105465,11414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11414.0
0.0,0.0,44930.85451220795,11244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11244.0
0.0,0.0,44637.85329615016,11236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11236.0
0.0,0.0,44849.13481938743,11618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11618.0
0.0,0.0,44874.43855434138,12801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12801.0
0.0,0.0,44567.31654590999,15108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15108.0
757.2037961146634,757.2037961146634,44637.692330749065,15612.796203885337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16370.0
6274.740192298197,6274.740192298197,43648.37412580226,10196.259807701803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16471.0
9640.972447410617,9640.972447410617,40449.563647812705,6817.027552589383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16458.0
11041.638184929021,11041.638184929021,40404.24115884717,5442.361815070979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16484.0
11036.564105847461,11036.564105847461,40775.72995261744,5395.435894152539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16432.0
